	ID	AV_GC_PCT
328	AC003005.1	0.588453
329	AC003005.2	0.4919915
330	AC003006.1	0.601703
331	AC003009.1	0.351312
332	AC003029.1	0.510779
333	AC003035.1	0.463235
334	AC003035.2	0.465517
335	AC003043.1	0.52819
336	AC003045.1	0.380084
337	AC003070.1	0.573304
338	AC003070.2	0.595855
339	AC003071.1	0.375158
340	AC003071.2	0.542857
341	AC003072.1	0.563725
342	AC003075.1	0.390339375
343	AC003080.1	0.487614
344	AC003084.1	0.445977
345	AC003087.1	0.42485
346	AC003092.1	0.4067825
347	AC003092.2	0.381166
348	AC003098.1	0.477733
349	AC003101.1	0.577342
350	AC003101.2	0.635747
351	AC003101.3	0.559896
352	AC003102.1	0.575871
353	AC003102.2	0.554118
354	AC003659.1	0.301075
355	AC003666.1	0.461538
356	AC003669.1	0.639935
357	AC003681.1	0.43411
358	AC003682.1	0.357143
359	AC003684.1	0.45656
360	AC003685.1	0.450644
361	AC003685.2	0.488608
362	AC003686.1	0.459381
363	AC003687.1	0.430913
364	AC003688.1	0.582822
365	AC003688.2	0.527711
366	AC003956.1	0.469101
367	AC003957.1	0.563786
368	AC003958.1	0.615202
369	AC003958.2	0.4976585
370	AC003965.1	0.422789
371	AC003965.2	0.603774
372	AC003973.1	0.46337
373	AC003973.2	0.458393
374	AC003973.3	0.329908
375	AC003975.1	0.487455
376	AC003982.1	0.516579
377	AC003982.2	0.520548
378	AC003984.1	0.3397555
379	AC003985.1	0.403315
380	AC003985.2	0.403835
381	AC003986.1	0.545872
382	AC003986.2	0.395091
383	AC003986.3	0.459538
384	AC003988.1	0.427336
385	AC003989.1	0.486726
386	AC003989.2	0.455621
387	AC003991.1	0.429713857
388	AC003991.2	0.479167
389	AC003992.1	0.351885
390	AC004000.1	0.475751
391	AC004004.1	0.44
392	AC004006.1	0.517241
393	AC004009.1	0.45679
394	AC004009.2	0.401099
395	AC004009.3	0.452713
396	AC004012.1	0.434457
397	AC004014.1	0.384758
398	AC004014.2	0.376025
399	AC004022.1	0.442777
400	AC004022.2	0.409326
401	AC004023.1	0.359518
402	AC004024.1	0.425101
403	AC004034.1	0.511765
404	AC004039.1	0.42810125
405	AC004052.1	0.375292
406	AC004053.1	0.42087
407	AC004054.1	0.359259
408	AC004057.1	0.50172
409	AC004062.1	0.421705
410	AC004063.1	0.493601
411	AC004066.1	0.614713
412	AC004066.2	0.433566
413	AC004067.1	0.401429
414	AC004069.1	0.377049
415	AC004069.2	0.416517
416	AC004074.1	0.406397
417	AC004076.1	0.498743667
418	AC004076.2	0.418899
419	AC004080.1	0.634082
420	AC004080.2	0.570144
421	AC004080.3	0.534641
422	AC004080.4	0.538705
423	AC004080.5	0.644022
424	AC004080.6	0.564744
425	AC004112.1	0.4059065
426	AC004129.1	0.518844
427	AC004129.2	0.491289
428	AC004130.1	0.435944
429	AC004134.1	0.684444
430	AC004147.1	0.464883
431	AC004147.2	0.493205
432	AC004147.3	0.456
433	AC004147.4	0.495662
434	AC004147.5	0.479478
435	AC004148.1	0.442211
436	AC004148.2	0.436017
437	AC004149.1	0.539162
438	AC004156.1	0.541428
439	AC004158.1	0.4375455
440	AC004160.1	0.409310571
441	AC004160.2	0.477798
442	AC004217.1	0.512594
443	AC004217.2	0.386152
444	AC004217.3	0.370159
445	AC004221.1	0.61019
446	AC004223.1	0.457565
447	AC004223.2	0.334559
448	AC004223.3	0.553909333
449	AC004223.4	0.412651
450	AC004224.1	0.589789
451	AC004224.2	0.506616
452	AC004231.1	0.418405
453	AC004231.3	0.604651
454	AC004232.1	0.519231
455	AC004232.2	0.415347
456	AC004232.3	0.47619
457	AC004233.1	0.5625
458	AC004233.2	0.594083
459	AC004233.3	0.50591
460	AC004233.4	0.561151
461	AC004241.1	0.496812
462	AC004241.2	0.54955
463	AC004241.3	0.32882
464	AC004241.4	0.440179
465	AC004241.5	0.500817
466	AC004253.1	0.463115
467	AC004253.2	0.526448
468	AC004257.1	0.476534
469	AC004263.1	0.451807
470	AC004263.2	0.609145
471	AC004264.1	0.603275
472	AC004264.2	0.515256
473	AC004381.1	0.478632
474	AC004381.2	0.468021
475	AC004383.1	0.418685
476	AC004386.1	0.423127
477	AC004386.2	0.364865
478	AC004408.1	0.596859
479	AC004408.2	0.563198
480	AC004415.1	0.445434
481	AC004448.1	0.608154
482	AC004448.2	0.428328
483	AC004448.3	0.491713
484	AC004448.4	0.494705636
485	AC004448.5	0.638448
486	AC004449.1	0.524249
487	AC004453.1	0.504902
488	AC004453.2	0.498374
489	AC004461.1	0.583127
490	AC004461.2	0.488169
491	AC004466.1	0.576852
492	AC004466.2	0.569767
493	AC004466.3	0.468864
494	AC004467.1	0.369697
495	AC004470.1	0.408377
496	AC004471.1	0.642612
497	AC004471.2	0.560766
498	AC004477.1	0.542894
499	AC004477.2	0.572917
500	AC004477.3	0.384746
501	AC004485.1	0.43074
502	AC004486.1	0.472103
503	AC004490.1	0.595325
504	AC004491.1	0.446334
505	AC004492.1	0.369272
506	AC004494.1	0.534375
507	AC004494.2	0.563855
508	AC004520.1	0.399858
509	AC004522.1	0.587156
510	AC004522.2	0.563235
511	AC004528.1	0.561622
512	AC004528.2	0.695455
513	AC004534.1	0.470348
514	AC004540.1	0.582077333
515	AC004540.2	0.52913
516	AC004542.1	0.431818
517	AC004542.2	0.408425
518	AC004543.1	0.409214
519	AC004551.1	0.509565
520	AC004552.1	0.525862
521	AC004554.1	0.538828
522	AC004554.2	0.449023
523	AC004584.1	0.455373
524	AC004584.2	0.426829
525	AC004584.3	0.476655
526	AC004585.1	0.467954
527	AC004585.2	0.458248
528	AC004590.1	0.464706
529	AC004593.1	0.463659
530	AC004594.1	0.442264158
531	AC004596.1	0.530303
532	AC004597.1	0.586453
533	AC004623.1	0.554302
534	AC004637.1	0.607884
535	AC004656.1	0.383559
536	AC004672.1	0.462165
537	AC004672.2	0.418118
538	AC004674.1	0.507442
539	AC004678.1	0.662002
540	AC004678.2	0.522954
541	AC004686.1	0.539033
542	AC004687.1	0.635692
543	AC004690.1	0.466463
544	AC004690.2	0.4010105
545	AC004691.1	0.407678
546	AC004691.2	0.578054
547	AC004692.1	0.54717
548	AC004692.2	0.466574333
549	AC004696.1	0.420099
550	AC004696.2	0.477341
551	AC004702.1	0.512821
552	AC004704.1	0.389365
553	AC004706.1	0.480091
554	AC004706.2	0.482993
555	AC004706.3	0.544943857
556	AC004706.4	0.643766
557	AC004707.1	0.639161
558	AC004754.1	0.598127
559	AC004771.1	0.512864
560	AC004771.2	0.555809
561	AC004771.3	0.61706
562	AC004771.4	0.613924
563	AC004771.5	0.669742
564	AC004775.1	0.378486
565	AC004777.1	0.268293
566	AC004784.1	0.4345985
567	AC004790.1	0.604478
568	AC004790.2	0.653846
569	AC004792.1	0.284672
570	AC004801.1	0.555556
571	AC004801.2	0.458511
572	AC004801.3	0.456341
573	AC004801.4	0.497108
574	AC004801.5	0.5370325
575	AC004801.6	0.432515
576	AC004801.7	0.47595
577	AC004803.1	0.50314
578	AC004805.1	0.533416
579	AC004805.2	0.448133
580	AC004805.3	0.445161
581	AC004808.1	0.324549
582	AC004808.2	0.412678
583	AC004812.1	0.417808
584	AC004812.2	0.524833
585	AC004815.1	0.441088
586	AC004816.1	0.406406
587	AC004816.2	0.605634
588	AC004817.1	0.488211
589	AC004817.2	0.480799
590	AC004817.3	0.454674
591	AC004817.4	0.448552
592	AC004824.1	0.450161
593	AC004825.1	0.46587
594	AC004825.2	0.406593
595	AC004828.1	0.475535
596	AC004830.1	0.498052
597	AC004832.1	0.5335798
598	AC004832.2	0.603734
599	AC004832.3	0.556163333
600	AC004832.4	0.359517
601	AC004832.5	0.441397
602	AC004832.6	0.5707125
603	AC004834.1	0.54080825
604	AC004835.1	0.52322
605	AC004835.2	0.533724
606	AC004836.1	0.400631
607	AC004837.1	0.56383
608	AC004837.2	0.415869
609	AC004837.3	0.59469
610	AC004839.1	0.491018
611	AC004840.1	0.6292085
612	AC004840.2	0.540351
613	AC004846.1	0.543607
614	AC004846.2	0.491634
615	AC004847.1	0.502878
616	AC004852.1	0.538961
617	AC004852.2	0.4145595
618	AC004852.3	0.395706
619	AC004853.1	0.352436
620	AC004853.2	0.50655
621	AC004854.1	0.401146
622	AC004854.2	0.637058
623	AC004858.1	0.57438
624	AC004862.1	0.3967982
625	AC004865.1	0.387836
626	AC004865.2	0.5942865
627	AC004866.1	0.384615
628	AC004866.2	0.494802
629	AC004869.1	0.459259
630	AC004869.2	0.388646
631	AC004870.1	0.629252
632	AC004870.2	0.443491
633	AC004870.3	0.378265
634	AC004870.4	0.469826
635	AC004872.1	0.385928
636	AC004875.1	0.425926
637	AC004877.1	0.549719
638	AC004877.2	0.437396
639	AC004882.1	0.583607
640	AC004882.2	0.532787
641	AC004884.1	0.598746
642	AC004884.2	0.373626
643	AC004888.1	0.387569
644	AC004889.1	0.50689425
645	AC004890.1	0.508287
646	AC004890.2	0.6008955
647	AC004890.3	0.451142
648	AC004893.1	0.493898
649	AC004893.2	0.536270667
650	AC004895.1	0.548645
651	AC004898.1	0.432115
652	AC004899.1	0.447491
653	AC004899.2	0.420466
654	AC004906.1	0.477812
655	AC004908.1	0.438078
656	AC004908.2	0.362369
657	AC004908.3	0.2752
658	AC004910.1	0.480305
659	AC004911.1	0.595867
660	AC004917.1	0.459336
661	AC004918.1	0.422078
662	AC004918.3	0.429189
663	AC004920.1	0.512448
664	AC004921.1	0.495225
665	AC004922.1	0.5545455
666	AC004923.1	0.6196265
667	AC004923.2	0.425474
668	AC004923.3	0.611268
669	AC004923.4	0.554804
670	AC004924.1	0.389245
671	AC004925.1	0.357354
672	AC004930.1	0.405512
673	AC004936.1	0.421053
674	AC004938.1	0.461039
675	AC004941.1	0.451603
676	AC004941.2	0.442982
677	AC004943.1	0.419184
678	AC004943.2	0.519827
679	AC004943.3	0.323333
680	AC004944.1	0.388362
681	AC004945.1	0.55646
682	AC004946.1	0.411451
683	AC004947.1	0.453287667
684	AC004947.2	0.389742
685	AC004948.1	0.308036
686	AC004951.1	0.546088
687	AC004951.2	0.603295
688	AC004951.3	0.641115
689	AC004951.4	0.520713
690	AC004965.1	0.478873
691	AC004967.1	0.454139
692	AC004969.1	0.531142
693	AC004972.1	0.336804
694	AC004973.1	0.447244
695	AC004975.1	0.490385
696	AC004975.2	0.638938
697	AC004980.1	0.61102725
698	AC004980.2	0.432596
699	AC004980.3	0.520548
700	AC004980.4	0.428571
701	AC004982.1	0.329909
702	AC004982.2	0.455053333
703	AC004986.1	0.581549
704	AC004987.1	0.659449
705	AC004987.2	0.560976
706	AC004987.3	0.387808
707	AC004987.4	0.346154
708	AC004988.1	0.404291
709	AC004990.1	0.509565
710	AC004994.1	0.383387
711	AC004997.1	0.6123086
712	AC005000.1	0.454861
713	AC005000.2	0.441935
714	AC005002.1	0.405556
715	AC005002.2	0.405204
716	AC005005.1	0.541056
717	AC005005.2	0.431579
718	AC005005.3	0.575177
719	AC005005.4	0.474009
720	AC005006.1	0.562249
721	AC005008.1	0.401961
722	AC005008.2	0.393262
723	AC005009.1	0.330855
724	AC005009.2	0.5012645
725	AC005011.1	0.619048
726	AC005013.1	0.54932
727	AC005014.1	0.578629
728	AC005014.2	0.39399
729	AC005014.3	0.347368
730	AC005017.1	0.47551
731	AC005019.1	0.445476
732	AC005019.2	0.381616
733	AC005020.1	0.534221
734	AC005020.2	0.557831
735	AC005021.1	0.369014
736	AC005033.1	0.431734
737	AC005034.1	0.640082
738	AC005034.2	0.427536
739	AC005034.3	0.392673
740	AC005034.4	0.34594
741	AC005034.5	0.347639
742	AC005035.1	0.499403
743	AC005037.1	0.5722275
744	AC005040.1	0.429461
745	AC005041.1	0.48699
746	AC005041.2	0.523422
747	AC005041.3	0.579353
748	AC005042.1	0.5075
749	AC005042.2	0.533333
750	AC005042.3	0.37931
751	AC005046.1	0.448
752	AC005050.1	0.430909
753	AC005052.1	0.59992
754	AC005056.1	0.575188
755	AC005062.1	0.402869125
756	AC005064.1	0.481468
757	AC005066.1	0.399206
758	AC005070.1	0.476712
759	AC005070.2	0.511538
760	AC005070.3	0.38511
761	AC005072.1	0.469365
762	AC005076.1	0.4941325
763	AC005077.1	0.469333
764	AC005077.2	0.471014
765	AC005077.3	0.558662
766	AC005077.4	0.683548
767	AC005082.1	0.471005
768	AC005083.1	0.419934667
769	AC005084.1	0.430921
770	AC005086.1	0.538077
771	AC005086.2	0.5
772	AC005086.3	0.474886
773	AC005086.4	0.553991
774	AC005088.1	0.543796
775	AC005089.1	0.535029
776	AC005090.1	0.403478
777	AC005091.1	0.505042
778	AC005094.1	0.423913
779	AC005096.1	0.5
780	AC005099.1	0.562295
781	AC005102.1	0.569937
782	AC005104.1	0.429864
783	AC005104.2	0.49705
784	AC005105.1	0.534091
785	AC005144.1	0.412518
786	AC005150.1	0.414013
787	AC005154.1	0.468105281
788	AC005154.2	0.435356
789	AC005154.3	0.50323
790	AC005154.4	0.498829
791	AC005154.5	0.508152
792	AC005154.6	0.409025
793	AC005156.1	0.380454
794	AC005160.1	0.409449
795	AC005162.1	0.467866
796	AC005162.2	0.406574
797	AC005162.3	0.402233
798	AC005165.1	0.429726667
799	AC005165.2	0.534211
800	AC005176.1	0.473591333
801	AC005176.2	0.428571
802	AC005178.1	0.361364
803	AC005180.1	0.46678
804	AC005180.2	0.516014
805	AC005181.1	0.480096
806	AC005183.1	0.389085
807	AC005185.1	0.456163
808	AC005186.1	0.515789
809	AC005189.1	0.454839
810	AC005191.1	0.53352
811	AC005197.1	0.467057
812	AC005208.1	0.4428
813	AC005209.1	0.577855
814	AC005220.1	0.459276
815	AC005224.1	0.430059
816	AC005224.2	0.553316
817	AC005224.3	0.404206
818	AC005224.4	0.523002
819	AC005225.1	0.41302
820	AC005225.2	0.514474
821	AC005225.3	0.479769
822	AC005225.4	0.52844
823	AC005225.5	0.459775
824	AC005229.1	0.577017
825	AC005229.2	0.503759
826	AC005229.3	0.439628
827	AC005229.4	0.480892
828	AC005230.1	0.522807
829	AC005234.1	0.506912
830	AC005237.1	0.543828
831	AC005237.2	0.652968
832	AC005242.1	0.401826
833	AC005244.1	0.439528
834	AC005244.2	0.437326
835	AC005252.1	0.376294
836	AC005252.2	0.478528
837	AC005252.3	0.376882
838	AC005253.1	0.529735
839	AC005253.2	0.585648
840	AC005255.1	0.407407
841	AC005256.1	0.6677225
842	AC005258.1	0.65142
843	AC005261.1	0.478405
844	AC005261.2	0.363551
845	AC005261.3	0.579904
846	AC005261.4	0.401444
847	AC005261.5	0.36338
848	AC005261.6	0.346071
849	AC005262.1	0.593923
850	AC005262.2	0.632743
851	AC005264.1	0.556274
852	AC005274.1	0.516209
853	AC005277.1	0.546269
854	AC005277.2	0.453846
855	AC005280.1	0.4981005
856	AC005281.1	0.553238
857	AC005288.1	0.463953
858	AC005291.1	0.485179
859	AC005291.2	0.500956
860	AC005294.1	0.459075
861	AC005296.1	0.444976
862	AC005297.1	0.415313
863	AC005297.2	0.429043
864	AC005297.3	0.445767
865	AC005300.1	0.493298
866	AC005301.1	0.449143
867	AC005303.1	0.459459
868	AC005304.1	0.444444
869	AC005304.2	0.47225
870	AC005304.3	0.418787
871	AC005306.1	0.632021
872	AC005307.1	0.47707
873	AC005323.1	0.45984275
874	AC005323.2	0.4861175
875	AC005324.1	0.567060333
876	AC005324.2	0.359036
877	AC005324.3	0.472434
878	AC005324.4	0.50914925
879	AC005324.5	0.481611
880	AC005324.6	0.557912
881	AC005326.1	0.463415
882	AC005329.1	0.610586667
883	AC005329.2	0.515729
884	AC005329.3	0.579795
885	AC005330.1	0.581583
886	AC005332.1	0.578626
887	AC005332.10	0.290792
888	AC005332.2	0.598925
889	AC005332.3	0.72929
890	AC005332.4	0.44905
891	AC005332.5	0.328195
892	AC005332.6	0.334081
893	AC005332.7	0.519701
894	AC005332.8	0.597441
895	AC005332.9	0.435125
896	AC005336.1	0.43041
897	AC005336.2	0.620873
898	AC005336.3	0.316909
899	AC005339.1	0.482143
900	AC005341.1	0.488701
901	AC005342.1	0.491256
902	AC005342.2	0.507937
903	AC005344.1	0.3878
904	AC005345.1	0.299539
905	AC005351.1	0.417303
906	AC005355.1	0.565826
907	AC005355.2	0.427686
908	AC005357.1	0.299003
909	AC005357.2	0.3808745
910	AC005358.1	0.383202
911	AC005358.2	0.453384
912	AC005363.1	0.504274
913	AC005363.2	0.561983
914	AC005377.1	0.453947
915	AC005379.1	0.628049
916	AC005381.1	0.4916135
917	AC005383.1	0.501873
918	AC005387.1	0.599432
919	AC005387.2	0.55
920	AC005391.1	0.59824
921	AC005392.1	0.506
922	AC005392.2	0.521595
923	AC005392.3	0.477124
924	AC005393.1	0.42637
925	AC005394.1	0.471237
926	AC005394.2	0.488917
927	AC005410.1	0.502375333
928	AC005410.2	0.386609
929	AC005412.1	0.394662
930	AC005412.2	0.454545
931	AC005412.3	0.586014
932	AC005476.1	0.496222
933	AC005476.2	0.473302
934	AC005479.1	0.403548
935	AC005479.2	0.541596
936	AC005479.3	0.417633
937	AC005480.1	0.4420995
938	AC005480.2	0.453333
939	AC005481.1	0.541377
940	AC005482.1	0.365217
941	AC005486.1	0.62037
942	AC005487.1	0.439098
943	AC005495.1	0.426094
944	AC005498.1	0.32043
945	AC005498.2	0.5133986
946	AC005498.3	0.466504
947	AC005514.1	0.466346
948	AC005515.1	0.487889
949	AC005517.1	0.484663
950	AC005517.2	0.43038
951	AC005518.1	0.390681
952	AC005518.2	0.453901
953	AC005519.1	0.574043
954	AC005519.2	0.480614
955	AC005520.1	0.441949
956	AC005520.2	0.5645335
957	AC005520.3	0.402703
958	AC005520.4	0.455556
959	AC005520.5	0.323171
960	AC005521.1	0.597477
961	AC005522.1	0.49422
962	AC005522.2	0.479029
963	AC005523.1	0.62201
964	AC005523.2	0.524751
965	AC005524.1	0.478056
966	AC005529.1	0.387543
967	AC005531.1	0.478676
968	AC005532.1	0.441047
969	AC005532.2	0.423592
970	AC005534.1	0.409704
971	AC005534.2	0.438799
972	AC005537.1	0.4683923
973	AC005538.1	0.429293
974	AC005538.2	0.435086
975	AC005539.1	0.400947
976	AC005540.1	0.699674
977	AC005544.1	0.615217
978	AC005544.2	0.598253
979	AC005546.1	0.475703
980	AC005549.1	0.454266
981	AC005550.1	0.397436
982	AC005550.2	0.459119
983	AC005550.3	0.313118
984	AC005551.1	0.728195
985	AC005552.1	0.456193
986	AC005559.1	0.758898
987	AC005562.1	0.4391202
988	AC005562.2	0.45045
989	AC005578.1	0.522549
990	AC005580.1	0.508265
991	AC005586.1	0.561525
